date,description,amount,currency,account,source_file,source_row,category,subcategory
2025-07-11,CHEVRON 0099,-55.19,USD,Checking,demo_checking_2025.csv,218,Transport,Fuel
2025-07-12,STATE FARM AUTO INSURANCE,-143.46,USD,Checking,demo_checking_2025.csv,219,Insurance,Insurance (US)
2025-07-14,NETFLIX.COM,-17.68,USD,Checking,demo_checking_2025.csv,220,Entertainment,Netflix
2025-07-14,SPOTIFY USA,-12.43,USD,Checking,demo_checking_2025.csv,221,Entertainment,Spotify
2025-07-14,LYFT *RIDE,-22.76,USD,Checking,demo_checking_2025.csv,222,Transport,Ride-hailing
2025-07-14,REI CO-OP MOUNTAIN VIEW,-179.09,USD,Checking,demo_checking_2025.csv,223,Uncategorized,
2025-07-15,PAYROLL DEPOSIT EXAMPLE CORP,2922.24,USD,Checking,demo_checking_2025.csv,224,Income,Salary
2025-07-16,APPLE.COM/BILL,-36.62,USD,Checking,demo_checking_2025.csv,225,Subscriptions,Apple
2025-07-17,STARBUCKS STORE 09221,-6.7,USD,Checking,demo_checking_2025.csv,226,Restaurants,Coffee / cafe
2025-07-17,DOORDASH SUSHI ROKU,-77.41,USD,Checking,demo_checking_2025.csv,227,Restaurants,Food delivery
2025-07-18,ANTHROPIC CLAUDE PRO,-19.56,USD,Checking,demo_checking_2025.csv,228,Subscriptions,AI assistants
2025-07-18,PHILZ COFFEE 24TH ST,-5.44,USD,Checking,demo_checking_2025.csv,229,Restaurants,Coffee / cafe
2025-07-19,BURMA SUPERSTAR SF,-82.32,USD,Checking,demo_checking_2025.csv,230,Uncategorized,
2025-07-20,EQUINOX FITNESS,-218.04,USD,Checking,demo_checking_2025.csv,231,Personal Care,Gym / fitness
2025-07-20,UBER *TRIP SAN FRANCISCO,-26.96,USD,Checking,demo_checking_2025.csv,232,Transport,Ride-hailing
2025-07-22,AMAZON.COM*PRIME MEMBERSHIP,-14.84,USD,Checking,demo_checking_2025.csv,233,SPLIT_AMAZON,Amazon (auto-split)
2025-07-22,CHEVRON 0099,-54.65,USD,Checking,demo_checking_2025.csv,234,Transport,Fuel
2025-07-23,SHELL OIL 12345,-42.29,USD,Checking,demo_checking_2025.csv,235,Transport,Fuel
2025-07-24,BART TICKETS,-11.43,USD,Checking,demo_checking_2025.csv,236,Transport,Public transport (US)
2025-07-25,NYTIMES DIGITAL SUBSCRIPTION,-17.82,USD,Checking,demo_checking_2025.csv,237,Subscriptions,News / writing
2025-07-29,RESTAURANT FOREIGN CINEMA,-130.96,USD,Checking,demo_checking_2025.csv,238,Restaurants,Restaurant
2025-07-30,REI CO-OP MOUNTAIN VIEW,-175.2,USD,Checking,demo_checking_2025.csv,239,Uncategorized,
2025-07-31,PAYROLL DEPOSIT EXAMPLE CORP,2981.66,USD,Checking,demo_checking_2025.csv,240,Income,Salary
2025-07-31,UNITED AIRLINES TKT,-578.85,USD,Checking,demo_checking_2025.csv,241,Travel,Flights
2025-08-01,RENT - PARK STREET PROPERTIES,-2634.67,USD,Checking,demo_checking_2025.csv,242,Housing,Rent
2025-08-02,CHIPOTLE 0298,-19.74,USD,Checking,demo_checking_2025.csv,243,Restaurants,Fast food
2025-08-02,WALGREENS #04456,-32.38,USD,Checking,demo_checking_2025.csv,244,Healthcare,Pharmacy
2025-08-03,PG&E ELECTRIC AUTOPAY,-91.5,USD,Checking,demo_checking_2025.csv,245,EXCLUDE,Credit card payment
2025-08-05,AT&T MOBILITY,-84.77,USD,Checking,demo_checking_2025.csv,246,Utilities,Telecom (US)
2025-08-07,COMCAST XFINITY INTERNET,-72.8,USD,Checking,demo_checking_2025.csv,247,Utilities,Telecom (US)
2025-08-10,BLUE SHIELD CA HEALTH PREMIUM,-424.2,USD,Checking,demo_checking_2025.csv,248,Insurance,Health insurance (US)
2025-08-12,STATE FARM AUTO INSURANCE,-143.11,USD,Checking,demo_checking_2025.csv,249,Insurance,Insurance (US)
2025-08-13,CHIPOTLE 0298,-12.62,USD,Checking,demo_checking_2025.csv,250,Restaurants,Fast food
2025-08-14,NETFLIX.COM,-17.24,USD,Checking,demo_checking_2025.csv,251,Entertainment,Netflix
2025-08-14,SPOTIFY USA,-12.01,USD,Checking,demo_checking_2025.csv,252,Entertainment,Spotify
2025-08-14,AIRBNB * HMTRPDQRS9,-357.37,USD,Checking,demo_checking_2025.csv,253,Travel,Lodging
2025-08-15,PAYROLL DEPOSIT EXAMPLE CORP,2965.47,USD,Checking,demo_checking_2025.csv,254,Income,Salary
2025-08-16,APPLE.COM/BILL,-35.46,USD,Checking,demo_checking_2025.csv,255,Subscriptions,Apple
2025-08-18,ANTHROPIC CLAUDE PRO,-19.67,USD,Checking,demo_checking_2025.csv,256,Subscriptions,AI assistants
2025-08-18,DR MARTINEZ DENTAL CLINIC,-237.69,USD,Checking,demo_checking_2025.csv,257,Healthcare,Doctor / clinic
2025-08-20,EQUINOX FITNESS,-221.85,USD,Checking,demo_checking_2025.csv,258,Personal Care,Gym / fitness
2025-08-20,ZARA US 1234,-77.62,USD,Checking,demo_checking_2025.csv,259,Shopping,Clothing
2025-08-22,AMAZON.COM*PRIME MEMBERSHIP,-15.37,USD,Checking,demo_checking_2025.csv,260,SPLIT_AMAZON,Amazon (auto-split)
2025-08-23,HERTZ RENT A CAR LAX,-189.59,USD,Checking,demo_checking_2025.csv,261,Housing,Rent
2025-08-23,WHOLE FOODS MKT 12345 SF,-197.94,USD,Checking,demo_checking_2025.csv,262,Groceries,Supermarket (US)
2025-08-24,CVS/PHARMACY #02184,-30.1,USD,Checking,demo_checking_2025.csv,263,Healthcare,Pharmacy
2025-08-25,NYTIMES DIGITAL SUBSCRIPTION,-17.29,USD,Checking,demo_checking_2025.csv,264,Subscriptions,News / writing
2025-08-25,SHELL OIL 12345,-49.17,USD,Checking,demo_checking_2025.csv,265,Transport,Fuel
2025-08-25,AMAZON.COM*A2K9P3RT0,-98.66,USD,Checking,demo_checking_2025.csv,266,SPLIT_AMAZON,Amazon (auto-split)
2025-08-26,BURMA SUPERSTAR SF,-76.76,USD,Checking,demo_checking_2025.csv,267,Uncategorized,
2025-08-26,HERTZ RENT A CAR LAX,-204.38,USD,Checking,demo_checking_2025.csv,268,Housing,Rent
2025-08-26,AMAZON.COM*A2K9P3RT0,-101.45,USD,Checking,demo_checking_2025.csv,269,SPLIT_AMAZON,Amazon (auto-split)
2025-08-28,ZARA US 1234,-122.48,USD,Checking,demo_checking_2025.csv,270,Shopping,Clothing
2025-08-28,STARBUCKS STORE 09221,-6.98,USD,Checking,demo_checking_2025.csv,271,Restaurants,Coffee / cafe
2025-08-30,WALGREENS #04456,-36.4,USD,Checking,demo_checking_2025.csv,272,Healthcare,Pharmacy
2025-08-31,PAYROLL DEPOSIT EXAMPLE CORP,2946.5,USD,Checking,demo_checking_2025.csv,273,Income,Salary
2025-09-01,RENT - PARK STREET PROPERTIES,-2636.77,USD,Checking,demo_checking_2025.csv,274,Housing,Rent
2025-09-03,PG&E ELECTRIC AUTOPAY,-96.57,USD,Checking,demo_checking_2025.csv,275,EXCLUDE,Credit card payment
2025-09-05,AT&T MOBILITY,-87.89,USD,Checking,demo_checking_2025.csv,276,Utilities,Telecom (US)
2025-09-07,COMCAST XFINITY INTERNET,-68.43,USD,Checking,demo_checking_2025.csv,277,Utilities,Telecom (US)
2025-09-08,CHEVRON 0099,-55.1,USD,Checking,demo_checking_2025.csv,278,Transport,Fuel
2025-09-09,SHELL OIL 12345,-57.63,USD,Checking,demo_checking_2025.csv,279,Transport,Fuel
2025-09-10,BLUE SHIELD CA HEALTH PREMIUM,-423.44,USD,Checking,demo_checking_2025.csv,280,Insurance,Health insurance (US)
2025-09-10,ZARA US 1234,-95.13,USD,Checking,demo_checking_2025.csv,281,Shopping,Clothing
2025-09-12,STATE FARM AUTO INSURANCE,-147.77,USD,Checking,demo_checking_2025.csv,282,Insurance,Insurance (US)
2025-09-13,UBER *TRIP SAN FRANCISCO,-27.03,USD,Checking,demo_checking_2025.csv,283,Transport,Ride-hailing
2025-09-14,NETFLIX.COM,-17.52,USD,Checking,demo_checking_2025.csv,284,Entertainment,Netflix
2025-09-14,SPOTIFY USA,-11.92,USD,Checking,demo_checking_2025.csv,285,Entertainment,Spotify
2025-09-14,UBER *TRIP SAN FRANCISCO,-25.33,USD,Checking,demo_checking_2025.csv,286,Transport,Ride-hailing
2025-09-14,TRADER JOE'S #154 SF,-66.9,USD,Checking,demo_checking_2025.csv,287,Groceries,Supermarket (US)
2025-09-14,CHEVRON 0099,-60.83,USD,Checking,demo_checking_2025.csv,288,Transport,Fuel
2025-09-15,PAYROLL DEPOSIT EXAMPLE CORP,2915.92,USD,Checking,demo_checking_2025.csv,289,Income,Salary
2025-09-16,APPLE.COM/BILL,-35.74,USD,Checking,demo_checking_2025.csv,290,Subscriptions,Apple
2025-09-16,WHOLE FOODS MKT 12345 SF,-202.39,USD,Checking,demo_checking_2025.csv,291,Groceries,Supermarket (US)
2025-09-18,ANTHROPIC CLAUDE PRO,-19.47,USD,Checking,demo_checking_2025.csv,292,Subscriptions,AI assistants
2025-09-18,TRANSFER TO BROKERAGE ACCT 0000,-2000.0,USD,Checking,demo_checking_2025.csv,293,TRANSFER,transfer to Brokerage
2025-09-19,HERTZ RENT A CAR LAX,-149.36,USD,Checking,demo_checking_2025.csv,294,Housing,Rent
2025-09-20,EQUINOX FITNESS,-211.47,USD,Checking,demo_checking_2025.csv,295,Personal Care,Gym / fitness
2025-09-22,AMAZON.COM*PRIME MEMBERSHIP,-15.58,USD,Checking,demo_checking_2025.csv,296,SPLIT_AMAZON,Amazon (auto-split)
2025-09-23,BURMA SUPERSTAR SF,-72.45,USD,Checking,demo_checking_2025.csv,297,Uncategorized,
2025-09-24,WALGREENS #04456,-43.65,USD,Checking,demo_checking_2025.csv,298,Healthcare,Pharmacy
2025-09-25,NYTIMES DIGITAL SUBSCRIPTION,-16.29,USD,Checking,demo_checking_2025.csv,299,Subscriptions,News / writing
2025-09-26,CHEVRON 0099,-55.92,USD,Checking,demo_checking_2025.csv,300,Transport,Fuel
2025-09-27,AMAZON.COM*A2K9P3RT0,-114.22,USD,Checking,demo_checking_2025.csv,301,SPLIT_AMAZON,Amazon (auto-split)
2025-09-29,ZARA US 1234,-105.38,USD,Checking,demo_checking_2025.csv,302,Shopping,Clothing
2025-09-29,SHELL OIL 12345,-59.29,USD,Checking,demo_checking_2025.csv,303,Transport,Fuel
2025-09-29,CHIPOTLE 0298,-15.52,USD,Checking,demo_checking_2025.csv,304,Restaurants,Fast food
2025-09-30,PAYROLL DEPOSIT EXAMPLE CORP,2986.15,USD,Checking,demo_checking_2025.csv,305,Income,Salary
2025-10-01,RENT - PARK STREET PROPERTIES,-2757.84,USD,Checking,demo_checking_2025.csv,306,Housing,Rent
2025-10-01,DOORDASH SUSHI ROKU,-73.88,USD,Checking,demo_checking_2025.csv,307,Restaurants,Food delivery
2025-10-02,ZARA US 1234,-75.31,USD,Checking,demo_checking_2025.csv,308,Shopping,Clothing
2025-10-03,PG&E ELECTRIC AUTOPAY,-95.07,USD,Checking,demo_checking_2025.csv,309,EXCLUDE,Credit card payment
2025-10-03,ZARA US 1234,-126.44,USD,Checking,demo_checking_2025.csv,310,Shopping,Clothing
2025-10-05,AT&T MOBILITY,-86.39,USD,Checking,demo_checking_2025.csv,311,Utilities,Telecom (US)
2025-10-06,DOORDASH SUSHI ROKU,-55.78,USD,Checking,demo_checking_2025.csv,312,Restaurants,Food delivery
2025-10-07,COMCAST XFINITY INTERNET,-67.08,USD,Checking,demo_checking_2025.csv,313,Utilities,Telecom (US)
2025-10-08,BURMA SUPERSTAR SF,-112.63,USD,Checking,demo_checking_2025.csv,314,Uncategorized,
2025-10-09,SAFEWAY STORE 0998,-99.67,USD,Checking,demo_checking_2025.csv,315,Groceries,Supermarket (US)
2025-10-09,ZARA US 1234,-93.96,USD,Checking,demo_checking_2025.csv,316,Shopping,Clothing
2025-10-10,BLUE SHIELD CA HEALTH PREMIUM,-409.06,USD,Checking,demo_checking_2025.csv,317,Insurance,Health insurance (US)
2025-10-12,STATE FARM AUTO INSURANCE,-153.43,USD,Checking,demo_checking_2025.csv,318,Insurance,Insurance (US)
2025-10-14,NETFLIX.COM,-17.42,USD,Checking,demo_checking_2025.csv,319,Entertainment,Netflix
2025-10-14,SPOTIFY USA,-11.7,USD,Checking,demo_checking_2025.csv,320,Entertainment,Spotify
2025-10-15,PAYROLL DEPOSIT EXAMPLE CORP,2998.07,USD,Checking,demo_checking_2025.csv,321,Income,Salary
2025-10-16,APPLE.COM/BILL,-34.39,USD,Checking,demo_checking_2025.csv,322,Subscriptions,Apple
2025-10-16,UNITED AIRLINES TKT,-371.78,USD,Checking,demo_checking_2025.csv,323,Travel,Flights
2025-10-18,ANTHROPIC CLAUDE PRO,-19.91,USD,Checking,demo_checking_2025.csv,324,Subscriptions,AI assistants
2025-10-20,EQUINOX FITNESS,-211.51,USD,Checking,demo_checking_2025.csv,325,Personal Care,Gym / fitness
2025-10-20,PHILZ COFFEE 24TH ST,-5.61,USD,Checking,demo_checking_2025.csv,326,Restaurants,Coffee / cafe
2025-10-20,DR MARTINEZ DENTAL CLINIC,-330.78,USD,Checking,demo_checking_2025.csv,327,Healthcare,Doctor / clinic
2025-10-22,AMAZON.COM*PRIME MEMBERSHIP,-15.56,USD,Checking,demo_checking_2025.csv,328,SPLIT_AMAZON,Amazon (auto-split)
2025-10-22,DR MARTINEZ DENTAL CLINIC,-308.0,USD,Checking,demo_checking_2025.csv,329,Healthcare,Doctor / clinic
2025-10-23,STARBUCKS STORE 09221,-8.23,USD,Checking,demo_checking_2025.csv,330,Restaurants,Coffee / cafe
2025-10-23,BURMA SUPERSTAR SF,-73.06,USD,Checking,demo_checking_2025.csv,331,Uncategorized,
2025-10-23,AIRBNB * HMTRPDQRS9,-295.06,USD,Checking,demo_checking_2025.csv,332,Travel,Lodging
2025-10-23,ZARA US 1234,-90.25,USD,Checking,demo_checking_2025.csv,333,Shopping,Clothing
2025-10-24,WALGREENS #04456,-28.35,USD,Checking,demo_checking_2025.csv,334,Healthcare,Pharmacy
2025-10-25,NYTIMES DIGITAL SUBSCRIPTION,-16.62,USD,Checking,demo_checking_2025.csv,335,Subscriptions,News / writing
2025-10-26,HOME DEPOT 0099,-180.28,USD,Checking,demo_checking_2025.csv,336,Shopping,Home improvement
2025-10-30,CHEVRON 0099,-47.02,USD,Checking,demo_checking_2025.csv,337,Transport,Fuel
2025-10-31,PAYROLL DEPOSIT EXAMPLE CORP,2953.41,USD,Checking,demo_checking_2025.csv,338,Income,Salary
2025-10-31,LYFT *RIDE,-17.2,USD,Checking,demo_checking_2025.csv,339,Transport,Ride-hailing
2025-10-31,BURMA SUPERSTAR SF,-93.23,USD,Checking,demo_checking_2025.csv,340,Uncategorized,
2025-11-01,RENT - PARK STREET PROPERTIES,-2615.7,USD,Checking,demo_checking_2025.csv,341,Housing,Rent
2025-11-01,TARGET 00012345,-89.38,USD,Checking,demo_checking_2025.csv,342,Uncategorized,
2025-11-01,SAFEWAY STORE 0998,-89.94,USD,Checking,demo_checking_2025.csv,343,Groceries,Supermarket (US)
2025-11-03,PG&E ELECTRIC AUTOPAY,-94.26,USD,Checking,demo_checking_2025.csv,344,EXCLUDE,Credit card payment
2025-11-03,UBER *EATS,-50.77,USD,Checking,demo_checking_2025.csv,345,Restaurants,Food delivery
2025-11-05,AT&T MOBILITY,-83.65,USD,Checking,demo_checking_2025.csv,346,Utilities,Telecom (US)
2025-11-06,TARGET 00012345,-63.24,USD,Checking,demo_checking_2025.csv,347,Uncategorized,
2025-11-07,COMCAST XFINITY INTERNET,-72.44,USD,Checking,demo_checking_2025.csv,348,Utilities,Telecom (US)
2025-11-07,SAFEWAY STORE 0998,-87.02,USD,Checking,demo_checking_2025.csv,349,Groceries,Supermarket (US)
2025-11-08,ZARA US 1234,-99.25,USD,Checking,demo_checking_2025.csv,350,Shopping,Clothing
2025-11-08,HERTZ RENT A CAR LAX,-199.76,USD,Checking,demo_checking_2025.csv,351,Housing,Rent
2025-11-09,WALGREENS #04456,-27.49,USD,Checking,demo_checking_2025.csv,352,Healthcare,Pharmacy
2025-11-10,BLUE SHIELD CA HEALTH PREMIUM,-425.28,USD,Checking,demo_checking_2025.csv,353,Insurance,Health insurance (US)
2025-11-11,CHIPOTLE 0298,-18.44,USD,Checking,demo_checking_2025.csv,354,Restaurants,Fast food
2025-11-12,STATE FARM AUTO INSURANCE,-142.16,USD,Checking,demo_checking_2025.csv,355,Insurance,Insurance (US)
2025-11-13,HERTZ RENT A CAR LAX,-174.06,USD,Checking,demo_checking_2025.csv,356,Housing,Rent
2025-11-14,NETFLIX.COM,-18.82,USD,Checking,demo_checking_2025.csv,357,Entertainment,Netflix
2025-11-14,SPOTIFY USA,-12.15,USD,Checking,demo_checking_2025.csv,358,Entertainment,Spotify
2025-11-14,TARGET 00012345,-77.28,USD,Checking,demo_checking_2025.csv,359,Uncategorized,
2025-11-15,PAYROLL DEPOSIT EXAMPLE CORP,2934.72,USD,Checking,demo_checking_2025.csv,360,Income,Salary
2025-11-16,APPLE.COM/BILL,-36.14,USD,Checking,demo_checking_2025.csv,361,Subscriptions,Apple
2025-11-18,ANTHROPIC CLAUDE PRO,-20.41,USD,Checking,demo_checking_2025.csv,362,Subscriptions,AI assistants
2025-11-20,EQUINOX FITNESS,-213.61,USD,Checking,demo_checking_2025.csv,363,Personal Care,Gym / fitness
2025-11-20,REI CO-OP MOUNTAIN VIEW,-210.88,USD,Checking,demo_checking_2025.csv,364,Uncategorized,
2025-11-20,UNITED AIRLINES TKT,-439.72,USD,Checking,demo_checking_2025.csv,365,Travel,Flights
2025-11-22,AMAZON.COM*PRIME MEMBERSHIP,-15.34,USD,Checking,demo_checking_2025.csv,366,SPLIT_AMAZON,Amazon (auto-split)
2025-11-23,TARGET 00012345,-72.9,USD,Checking,demo_checking_2025.csv,367,Uncategorized,
2025-11-25,NYTIMES DIGITAL SUBSCRIPTION,-17.79,USD,Checking,demo_checking_2025.csv,368,Subscriptions,News / writing
2025-11-25,TARGET 00012345,-73.58,USD,Checking,demo_checking_2025.csv,369,Uncategorized,
2025-11-26,UBER *EATS,-38.36,USD,Checking,demo_checking_2025.csv,370,Restaurants,Food delivery
2025-11-27,BART TICKETS,-10.63,USD,Checking,demo_checking_2025.csv,371,Transport,Public transport (US)
2025-11-29,DR MARTINEZ DENTAL CLINIC,-292.97,USD,Checking,demo_checking_2025.csv,372,Healthcare,Doctor / clinic
2025-11-30,PAYROLL DEPOSIT EXAMPLE CORP,2942.84,USD,Checking,demo_checking_2025.csv,373,Income,Salary
2025-12-01,RENT - PARK STREET PROPERTIES,-2664.17,USD,Checking,demo_checking_2025.csv,374,Housing,Rent
2025-12-01,HOME DEPOT 0099,-137.83,USD,Checking,demo_checking_2025.csv,375,Shopping,Home improvement
2025-12-02,TRADER JOE'S #154 SF,-81.96,USD,Checking,demo_checking_2025.csv,376,Groceries,Supermarket (US)
2025-12-03,PG&E ELECTRIC AUTOPAY,-92.73,USD,Checking,demo_checking_2025.csv,377,EXCLUDE,Credit card payment
2025-12-03,CHEVRON 0099,-49.61,USD,Checking,demo_checking_2025.csv,378,Transport,Fuel
2025-12-04,BURMA SUPERSTAR SF,-84.48,USD,Checking,demo_checking_2025.csv,379,Uncategorized,
2025-12-05,AT&T MOBILITY,-89.22,USD,Checking,demo_checking_2025.csv,380,Utilities,Telecom (US)
2025-12-05,PHILZ COFFEE 24TH ST,-7.66,USD,Checking,demo_checking_2025.csv,381,Restaurants,Coffee / cafe
2025-12-07,COMCAST XFINITY INTERNET,-70.34,USD,Checking,demo_checking_2025.csv,382,Utilities,Telecom (US)
2025-12-07,BART TICKETS,-10.03,USD,Checking,demo_checking_2025.csv,383,Transport,Public transport (US)
2025-12-10,BLUE SHIELD CA HEALTH PREMIUM,-405.89,USD,Checking,demo_checking_2025.csv,384,Insurance,Health insurance (US)
2025-12-12,STATE FARM AUTO INSURANCE,-147.32,USD,Checking,demo_checking_2025.csv,385,Insurance,Insurance (US)
2025-12-12,RESTAURANT FOREIGN CINEMA,-109.91,USD,Checking,demo_checking_2025.csv,386,Restaurants,Restaurant
2025-12-14,NETFLIX.COM,-17.64,USD,Checking,demo_checking_2025.csv,387,Entertainment,Netflix
2025-12-14,SPOTIFY USA,-11.67,USD,Checking,demo_checking_2025.csv,388,Entertainment,Spotify
2025-12-15,PAYROLL DEPOSIT EXAMPLE CORP,2966.4,USD,Checking,demo_checking_2025.csv,389,Income,Salary
2025-12-16,APPLE.COM/BILL,-35.76,USD,Checking,demo_checking_2025.csv,390,Subscriptions,Apple
2025-12-16,AMAZON.COM*A2K9P3RT0,-84.87,USD,Checking,demo_checking_2025.csv,391,SPLIT_AMAZON,Amazon (auto-split)
2025-12-17,DR MARTINEZ DENTAL CLINIC,-232.75,USD,Checking,demo_checking_2025.csv,392,Healthcare,Doctor / clinic
2025-12-18,ANTHROPIC CLAUDE PRO,-19.63,USD,Checking,demo_checking_2025.csv,393,Subscriptions,AI assistants
2025-12-18,TRANSFER TO BROKERAGE ACCT 0000,-2000.0,USD,Checking,demo_checking_2025.csv,394,TRANSFER,transfer to Brokerage
2025-12-19,AIRBNB * HMTRPDQRS9,-378.1,USD,Checking,demo_checking_2025.csv,395,Travel,Lodging
2025-12-20,EQUINOX FITNESS,-220.22,USD,Checking,demo_checking_2025.csv,396,Personal Care,Gym / fitness
2025-12-22,AMAZON.COM*PRIME MEMBERSHIP,-15.67,USD,Checking,demo_checking_2025.csv,397,SPLIT_AMAZON,Amazon (auto-split)
2025-12-23,WALGREENS #04456,-29.87,USD,Checking,demo_checking_2025.csv,398,Healthcare,Pharmacy
2025-12-23,PHILZ COFFEE 24TH ST,-7.04,USD,Checking,demo_checking_2025.csv,399,Restaurants,Coffee / cafe
2025-12-24,HOME DEPOT 0099,-196.81,USD,Checking,demo_checking_2025.csv,400,Shopping,Home improvement
2025-12-25,NYTIMES DIGITAL SUBSCRIPTION,-17.32,USD,Checking,demo_checking_2025.csv,401,Subscriptions,News / writing
2025-12-25,TARGET 00012345,-58.76,USD,Checking,demo_checking_2025.csv,402,Uncategorized,
2025-12-28,TARGET 00012345,-59.23,USD,Checking,demo_checking_2025.csv,403,Uncategorized,
2025-12-31,PAYROLL DEPOSIT EXAMPLE CORP,2936.9,USD,Checking,demo_checking_2025.csv,404,Income,Salary
2025-12-31,TRADER JOE'S #154 SF,-68.89,USD,Checking,demo_checking_2025.csv,405,Groceries,Supermarket (US)
2025-12-31,DOORDASH SUSHI ROKU,-54.9,USD,Checking,demo_checking_2025.csv,406,Restaurants,Food delivery
2025-07-01,RENT - PARK STREET PROPERTIES,-2639.48,USD,Checking,duplicate_q3_checking.csv,1,Housing,Rent
2025-07-01,DOORDASH SUSHI ROKU,-62.7,USD,Checking,duplicate_q3_checking.csv,2,Restaurants,Food delivery
2025-07-03,PG&E ELECTRIC AUTOPAY,-92.36,USD,Checking,duplicate_q3_checking.csv,3,EXCLUDE,Credit card payment
2025-07-04,BART TICKETS,-12.33,USD,Checking,duplicate_q3_checking.csv,4,Transport,Public transport (US)
2025-07-05,AT&T MOBILITY,-87.51,USD,Checking,duplicate_q3_checking.csv,5,Utilities,Telecom (US)
2025-07-07,COMCAST XFINITY INTERNET,-68.08,USD,Checking,duplicate_q3_checking.csv,6,Utilities,Telecom (US)
2025-07-07,LYFT *RIDE,-19.48,USD,Checking,duplicate_q3_checking.csv,7,Transport,Ride-hailing
2025-07-09,RESTAURANT FOREIGN CINEMA,-128.62,USD,Checking,duplicate_q3_checking.csv,8,Restaurants,Restaurant
2025-07-09,TRADER JOE'S #154 SF,-62.63,USD,Checking,duplicate_q3_checking.csv,9,Groceries,Supermarket (US)
2025-07-10,BLUE SHIELD CA HEALTH PREMIUM,-392.37,USD,Checking,duplicate_q3_checking.csv,10,Insurance,Health insurance (US)
2025-07-10,CHEVRON 0099,-51.13,USD,Checking,duplicate_q3_checking.csv,11,Transport,Fuel
2025-07-11,WHOLE FOODS MKT 12345 SF,-128.82,USD,Checking,duplicate_q3_checking.csv,12,Groceries,Supermarket (US)
2025-07-11,SHELL OIL 12345,-61.44,USD,Checking,duplicate_q3_checking.csv,13,Transport,Fuel
2025-07-11,CHEVRON 0099,-55.19,USD,Checking,duplicate_q3_checking.csv,14,Transport,Fuel
2025-07-12,STATE FARM AUTO INSURANCE,-143.46,USD,Checking,duplicate_q3_checking.csv,15,Insurance,Insurance (US)
2025-07-14,NETFLIX.COM,-17.68,USD,Checking,duplicate_q3_checking.csv,16,Entertainment,Netflix
2025-07-14,SPOTIFY USA,-12.43,USD,Checking,duplicate_q3_checking.csv,17,Entertainment,Spotify
2025-07-14,LYFT *RIDE,-22.76,USD,Checking,duplicate_q3_checking.csv,18,Transport,Ride-hailing
2025-07-14,REI CO-OP MOUNTAIN VIEW,-179.09,USD,Checking,duplicate_q3_checking.csv,19,Uncategorized,
2025-07-15,PAYROLL DEPOSIT EXAMPLE CORP,2922.24,USD,Checking,duplicate_q3_checking.csv,20,Income,Salary
2025-07-16,APPLE.COM/BILL,-36.62,USD,Checking,duplicate_q3_checking.csv,21,Subscriptions,Apple
2025-07-17,STARBUCKS STORE 09221,-6.7,USD,Checking,duplicate_q3_checking.csv,22,Restaurants,Coffee / cafe
2025-07-17,DOORDASH SUSHI ROKU,-77.41,USD,Checking,duplicate_q3_checking.csv,23,Restaurants,Food delivery
2025-07-18,ANTHROPIC CLAUDE PRO,-19.56,USD,Checking,duplicate_q3_checking.csv,24,Subscriptions,AI assistants
2025-07-18,PHILZ COFFEE 24TH ST,-5.44,USD,Checking,duplicate_q3_checking.csv,25,Restaurants,Coffee / cafe
2025-07-19,BURMA SUPERSTAR SF,-82.32,USD,Checking,duplicate_q3_checking.csv,26,Uncategorized,
2025-07-20,EQUINOX FITNESS,-218.04,USD,Checking,duplicate_q3_checking.csv,27,Personal Care,Gym / fitness
2025-07-20,UBER *TRIP SAN FRANCISCO,-26.96,USD,Checking,duplicate_q3_checking.csv,28,Transport,Ride-hailing
2025-07-22,AMAZON.COM*PRIME MEMBERSHIP,-14.84,USD,Checking,duplicate_q3_checking.csv,29,SPLIT_AMAZON,Amazon (auto-split)
2025-07-22,CHEVRON 0099,-54.65,USD,Checking,duplicate_q3_checking.csv,30,Transport,Fuel
2025-07-23,SHELL OIL 12345,-42.29,USD,Checking,duplicate_q3_checking.csv,31,Transport,Fuel
2025-07-24,BART TICKETS,-11.43,USD,Checking,duplicate_q3_checking.csv,32,Transport,Public transport (US)
2025-07-25,NYTIMES DIGITAL SUBSCRIPTION,-17.82,USD,Checking,duplicate_q3_checking.csv,33,Subscriptions,News / writing
2025-07-29,RESTAURANT FOREIGN CINEMA,-130.96,USD,Checking,duplicate_q3_checking.csv,34,Restaurants,Restaurant
2025-07-30,REI CO-OP MOUNTAIN VIEW,-175.2,USD,Checking,duplicate_q3_checking.csv,35,Uncategorized,
2025-07-31,PAYROLL DEPOSIT EXAMPLE CORP,2981.66,USD,Checking,duplicate_q3_checking.csv,36,Income,Salary
2025-07-31,UNITED AIRLINES TKT,-578.85,USD,Checking,duplicate_q3_checking.csv,37,Travel,Flights
2025-08-01,RENT - PARK STREET PROPERTIES,-2634.67,USD,Checking,duplicate_q3_checking.csv,38,Housing,Rent
2025-08-02,CHIPOTLE 0298,-19.74,USD,Checking,duplicate_q3_checking.csv,39,Restaurants,Fast food
2025-08-02,WALGREENS #04456,-32.38,USD,Checking,duplicate_q3_checking.csv,40,Healthcare,Pharmacy
2025-08-03,PG&E ELECTRIC AUTOPAY,-91.5,USD,Checking,duplicate_q3_checking.csv,41,EXCLUDE,Credit card payment
